# MOND N-body snapshot at t = 0.001 Gyr
# id x(kpc) y(kpc) z(kpc) vx(km/s) vy(km/s) vz(km/s) mass(M_sun) type
23 3.172573 0.998428 4.254942 -54.460 -17.165 38.162 5.000e+07 1
24 -0.011152 -0.847335 0.062266 5.590 68.892 146.895 5.000e+07 1
25 -1.847263 -1.293723 0.024597 3.783 0.648 115.548 5.000e+07 1
26 -8.801888 23.807900 26.948450 5.238 -14.165 24.255 5.000e+07 1
27 0.939386 3.258552 0.000951 0.415 -9.839 85.596 5.000e+07 1
28 -1.236240 0.048676 -2.067003 -62.506 1.785 68.300 5.000e+07 1
29 0.267772 0.246893 0.186293 -51.879 -40.591 67.300 5.000e+07 1
30 -0.629548 0.541039 2.965439 70.093 -60.106 13.022 5.000e+07 1
31 -2.965797 -0.669479 -0.233252 28.373 4.497 116.713 5.000e+07 1
32 0.775170 0.165918 -0.071531 -7.753 -10.726 124.460 5.000e+07 1
33 0.220242 -0.259211 -0.239565 21.406 -30.805 172.916 5.000e+07 1
34 0.679832 -0.430208 -0.402020 19.754 -10.164 145.707 5.000e+07 1
35 1.466346 2.270336 -0.780142 0.364 -1.930 115.656 5.000e+07 1
36 0.123131 0.195295 0.063618 -39.319 -43.341 142.988 5.000e+07 1
37 1.379252 5.952328 -34.002214 6.480 27.940 3.036 5.000e+07 1
38 -1.309464 -3.737330 -1.317978 -3.789 -8.393 110.516 5.000e+07 1
39 -0.733964 -1.214453 -0.301200 11.848 16.769 164.724 5.000e+07 1
40 -0.323582 -0.005159 -0.017696 -11.245 -4.225 124.537 5.000e+07 1
41 1.792062 0.208295 -2.525046 67.461 8.288 83.247 5.000e+07 1
42 0.192105 0.075780 0.574104 -124.279 -50.943 -26.969 5.000e+07 1
43 74.903554 50.915242 23.974404 -0.919 -0.625 20.701 5.000e+07 1
44 8.720617 5.167543 29.121331 -23.483 -13.916 16.217 5.000e+07 1
45 -0.691030 -0.906006 -0.377752 2.802 4.905 163.263 5.000e+07 1
46 -0.062064 0.224726 0.085857 24.679 -54.827 66.426 5.000e+07 1
47 -1.022140 2.363794 -1.908207 -22.212 52.673 83.052 5.000e+07 1
48 0.420569 -1.813886 -1.134751 12.463 -54.176 97.173 5.000e+07 1
49 1.290121 0.663451 -1.127080 28.705 15.767 127.059 5.000e+07 1
50 -0.113185 -0.017988 -0.108493 -61.029 -10.379 84.574 5.000e+07 1
51 0.826076 -0.911104 -0.282801 3.894 -0.599 110.718 5.000e+07 1
52 7.476040 -0.286216 7.201506 -48.679 1.922 51.018 5.000e+07 1
53 109.587432 54.551779 96.075882 -9.353 -4.656 12.848 5.000e+07 1
54 4.414716 -4.825483 -1.587846 3.682 -3.621 88.837 5.000e+07 1
55 -0.052604 -0.041660 0.067137 38.925 17.595 48.402 5.000e+07 1
56 0.028258 -1.838915 0.885045 4.188 55.598 65.008 5.000e+07 1
57 -0.277855 0.075223 -0.162600 -27.624 2.068 131.221 5.000e+07 1
58 0.047314 -2.295507 -0.636595 1.467 -34.162 126.469 5.000e+07 1
59 -0.488705 0.171834 -0.081713 -11.683 -11.911 151.326 5.000e+07 1
60 -0.454504 -0.574640 -1.726451 -50.303 -64.050 88.805 5.000e+07 1
61 -0.048237 0.024252 -0.024117 -28.820 9.014 37.857 5.000e+07 1
62 0.518488 -0.178229 -0.603036 44.063 -13.409 145.666 5.000e+07 1
63 0.171750 -0.190400 -0.065410 4.727 -12.380 112.028 5.000e+07 1
64 2.145454 2.484129 -2.071536 13.351 15.290 76.965 5.000e+07 1
65 -1.116585 -9.916079 1.789926 2.332 20.834 59.862 5.000e+07 1
66 0.516759 0.208338 1.789225 -93.992 -38.805 -9.932 5.000e+07 1
67 -19.576685 56.376245 6.169019 0.024 -0.071 30.111 5.000e+07 1
68 -2.986442 -11.798818 5.186770 8.069 31.792 42.881 5.000e+07 1
69 -0.061035 0.230951 -0.379272 -34.594 106.773 158.991 5.000e+07 1
70 -0.560651 0.349457 0.979589 111.184 -70.346 14.431 5.000e+07 1
71 0.621375 1.341884 -0.174223 -10.196 -14.574 104.147 5.000e+07 1
72 -0.746506 2.841905 -2.530592 -7.671 30.622 87.351 5.000e+07 1
73 -0.064508 0.209296 0.504733 53.496 -127.139 21.532 5.000e+07 1
74 0.791491 -0.755106 0.978947 -79.650 76.375 68.825 5.000e+07 1
75 0.004222 -0.108320 0.431713 0.093 107.776 -20.155 5.000e+07 1
76 -0.238512 -0.019601 0.348381 146.218 -23.368 18.794 5.000e+07 1
77 1.257839 0.149425 1.475710 -102.116 -13.024 47.763 5.000e+07 1
78 0.610090 0.912467 -1.999747 61.156 89.340 54.568 5.000e+07 1
79 -1.070690 1.610605 -2.273929 -31.824 48.867 72.385 5.000e+07 1
80 -0.213826 -0.617311 0.001658 29.707 59.197 164.635 5.000e+07 1
81 -2.098981 -0.362594 0.405018 25.751 2.002 104.577 5.000e+07 1
82 -0.448830 0.125732 0.564200 97.673 -37.255 34.704 5.000e+07 1
83 -0.106918 -3.083149 -0.480707 2.692 3.214 109.455 5.000e+07 1
84 0.688176 -0.243212 -0.914143 76.621 -26.257 112.604 5.000e+07 1
85 -1.282297 -3.360670 0.638050 17.834 50.583 91.347 5.000e+07 1
86 0.215605 -0.555651 -0.170761 4.328 6.603 197.240 5.000e+07 1
87 0.441855 10.109426 -0.818701 0.967 13.485 48.468 5.000e+07 1
88 0.147226 -0.119663 -0.061763 30.561 -34.527 108.345 5.000e+07 1
89 0.432004 -0.068915 0.080499 -57.339 -11.223 97.719 5.000e+07 1
90 -4.906311 10.596703 -6.929685 -13.174 28.559 51.174 5.000e+07 1
91 0.331245 2.685574 -3.461945 8.158 64.226 58.346 5.000e+07 1
92 0.009779 0.138412 0.338495 7.497 -158.822 6.589 5.000e+07 1
93 -0.528299 -1.035326 -0.981850 -20.262 -38.934 119.864 5.000e+07 1
94 0.193065 0.286194 0.028066 -27.645 -26.769 117.040 5.000e+07 1
95 2.419259 6.019546 -6.133982 16.524 41.076 51.004 5.000e+07 1
96 -0.611884 0.335709 -0.460512 -35.496 15.456 139.831 5.000e+07 1
97 2.108720 1.443162 -1.944769 42.292 29.255 106.738 5.000e+07 1
98 -0.282278 -0.350880 0.114166 52.268 42.405 135.036 5.000e+07 1
99 5.654116 10.322920 -1.191957 -0.435 -0.650 67.852 5.000e+07 1
100 2.292538 -2.218021 -3.172107 28.613 -27.716 65.063 5.000e+07 1
101 4.602130 0.252974 -3.347840 43.789 2.443 49.152 5.000e+07 1
102 80.927042 -379.041608 18.540999 0.314 -1.472 11.755 5.000e+07 1
103 -0.143196 -0.132587 0.386188 73.406 66.021 7.394 5.000e+07 1
104 -1.280972 3.563626 2.604986 13.203 -35.302 72.470 5.000e+07 1
105 5.518738 1.033860 7.289278 -56.348 -10.587 33.811 5.000e+07 1
106 16.848916 4.434301 0.878179 -7.768 -1.999 55.548 5.000e+07 1
107 -0.523624 -0.015936 -0.128727 -8.795 -2.784 174.282 5.000e+07 1
108 -5.099125 0.301662 -3.518909 -42.760 2.418 79.944 5.000e+07 1
109 2.627528 -6.683369 15.616834 -15.036 38.252 9.325 5.000e+07 1
110 1.214955 -1.112129 0.821895 -37.908 33.857 70.740 5.000e+07 1
111 0.728940 -3.381705 2.156025 -14.523 68.537 54.042 5.000e+07 1
112 -0.505985 -1.157872 0.449501 36.029 82.209 91.535 5.000e+07 1
113 0.097302 0.748709 -0.330394 -5.307 -11.613 166.610 5.000e+07 1
114 -2.592850 -1.223032 -3.587083 -47.148 -22.577 64.102 5.000e+07 1
115 0.050825 1.254434 0.155967 3.021 -51.160 101.579 5.000e+07 1
116 0.159268 -0.429850 -0.366078 15.431 -25.297 158.661 5.000e+07 1
117 0.032966 0.379639 -0.235653 0.997 27.937 133.216 5.000e+07 1
118 -0.948125 0.599878 0.423514 51.948 -33.385 81.530 5.000e+07 1
119 0.096172 -0.380101 0.314434 -26.090 82.499 28.552 5.000e+07 1
120 3.387447 -0.378181 -0.108792 3.906 -4.262 77.235 5.000e+07 1
121 0.152816 -4.261991 -1.839357 0.439 -11.003 92.323 5.000e+07 1
122 -0.556789 -15.482566 9.005154 1.218 33.944 35.332 5.000e+07 1
123 -168.672495 -128.721142 -321.502696 -5.617 -4.287 6.849 5.000e+07 1
124 -1.310052 -0.644870 0.090445 52.575 14.133 94.779 5.000e+07 1
125 0.023600 0.827271 0.319428 4.352 -55.355 97.177 5.000e+07 1
126 -0.086930 0.169750 -0.086756 -12.091 19.270 131.522 5.000e+07 1
127 -5.521721 -4.164748 1.288731 1.662 0.735 68.379 5.000e+07 1
128 0.242563 0.423342 0.355138 -68.638 -126.164 62.417 5.000e+07 1
129 1.673275 1.225033 0.973177 -60.411 -42.350 60.860 5.000e+07 1
130 4.595579 2.364755 -0.911344 -10.664 -5.024 82.506 5.000e+07 1
131 -0.679548 -0.347175 -0.066598 47.283 27.948 128.792 5.000e+07 1
132 -1.763086 -2.126768 -1.594358 -29.296 -36.223 110.325 5.000e+07 1
133 -0.683923 -0.050389 -2.465753 -86.180 -6.801 60.921 5.000e+07 1
134 0.272115 -1.244885 0.765246 -16.683 89.403 78.678 5.000e+07 1
135 1.050052 0.772663 -1.606142 57.293 41.833 94.272 5.000e+07 1
136 0.980125 -0.922540 0.282913 -44.268 41.768 77.658 5.000e+07 1
137 -3.981192 -1.599694 2.674785 49.565 19.515 59.035 5.000e+07 1
138 -1.202235 1.242722 3.429947 57.483 -59.334 21.444 5.000e+07 1
139 0.679202 1.649175 -2.422423 18.194 42.620 73.683 5.000e+07 1
140 -1.303760 -1.034801 0.061823 11.125 -0.834 115.752 5.000e+07 1
141 -0.139313 -0.469765 0.191830 45.295 92.414 61.339 5.000e+07 1
142 -11.941677 -2.001155 8.021397 25.901 4.335 40.932 5.000e+07 1
143 5.475441 -8.814815 -4.113966 4.213 -6.896 64.206 5.000e+07 1
144 -0.725465 -0.434263 -0.496220 -53.866 -33.247 139.915 5.000e+07 1
145 1.095460 0.520820 2.574309 -84.620 -40.774 38.468 5.000e+07 1
146 -1.467689 -2.719384 -1.143245 -8.485 -15.089 88.322 5.000e+07 1
147 1.410667 -0.292586 0.767743 -84.082 15.080 64.840 5.000e+07 1
148 -2.035961 -0.236321 3.548289 87.954 10.078 39.468 5.000e+07 1
149 -1.113362 -1.852686 -0.478478 6.166 16.075 115.678 5.000e+07 1
150 0.048590 0.151819 0.092730 -22.474 -63.664 98.253 5.000e+07 1
151 0.143132 -0.339762 -0.105190 13.216 -10.665 157.093 5.000e+07 1
152 0.039132 -0.324187 1.249217 -11.399 111.486 -32.250 5.000e+07 1
153 1.251907 -2.520041 -0.244165 -2.472 7.138 91.430 5.000e+07 1
154 -1.165222 1.286353 -1.042613 -4.703 4.448 108.006 5.000e+07 1
155 3.999169 -3.139723 -5.218116 45.451 -35.697 58.217 5.000e+07 1
156 9.756969 15.883234 -36.308917 15.720 25.590 21.067 5.000e+07 1
157 0.827805 5.041338 -7.940991 8.176 49.287 39.814 5.000e+07 1
158 3.556715 -0.961219 0.104473 -1.733 -1.551 96.081 5.000e+07 1
159 1.681352 -2.169861 -1.787500 24.865 -32.389 71.794 5.000e+07 1
160 -0.665944 -0.116948 1.058936 120.979 18.890 33.076 5.000e+07 1
161 -0.152789 0.193483 -0.610121 -62.709 77.711 87.967 5.000e+07 1
162 -0.010581 0.138519 0.083683 12.191 -36.922 91.460 5.000e+07 1
163 0.356956 0.071210 0.515795 -123.387 -22.455 -5.001 5.000e+07 1
164 -0.587624 -0.145670 0.396280 86.265 13.522 88.023 5.000e+07 1
165 0.272531 -0.096643 0.807510 -128.520 43.615 -7.028 5.000e+07 1
166 1.084014 0.458466 -2.504975 86.353 36.648 77.812 5.000e+07 1
167 -0.657235 -0.246360 -0.877940 -57.877 -26.124 102.581 5.000e+07 1
168 3.367072 -2.589489 0.217581 -25.620 21.207 94.630 5.000e+07 1
169 -0.892210 0.026421 0.187354 70.635 -8.653 124.314 5.000e+07 1
170 -0.249764 0.032931 -0.294528 -84.927 11.494 139.406 5.000e+07 1
171 -0.385204 -0.135971 0.068190 67.448 11.687 113.541 5.000e+07 1
172 -0.178404 -0.153883 -0.018443 25.281 19.550 130.129 5.000e+07 1
173 2.974500 14.110619 -2.055367 -1.827 -8.811 45.684 5.000e+07 1
174 -1.604715 -0.831915 -2.183683 -67.689 -35.718 88.179 5.000e+07 1
175 -0.123293 -0.115393 0.009490 26.251 18.984 123.870 5.000e+07 1
176 -1.733170 1.173690 -0.885960 -13.009 8.705 106.340 5.000e+07 1
177 0.813585 2.771499 6.766086 -19.669 -67.361 5.860 5.000e+07 1
178 0.510060 -0.107383 -0.297738 28.074 -9.707 155.344 5.000e+07 1
179 1.239009 0.223364 3.926831 -99.104 -17.915 6.833 5.000e+07 1
180 -1.902095 0.230913 1.537558 84.307 -11.657 48.261 5.000e+07 1
181 -0.004507 -0.256337 -0.268929 1.339 -63.597 138.288 5.000e+07 1
182 -2.020890 -0.254331 -0.281725 -15.227 -4.554 101.445 5.000e+07 1
183 0.034460 -1.200478 -1.030420 1.626 -74.469 105.654 5.000e+07 1
184 1.544860 -0.789309 0.413932 -28.096 14.824 92.932 5.000e+07 1
185 -82.468803 68.511652 -49.185937 -2.906 2.415 15.664 5.000e+07 1
186 0.119089 0.035543 0.046857 -15.585 -11.658 93.875 5.000e+07 1
187 -0.200980 -0.086031 0.320882 107.552 33.759 36.293 5.000e+07 1
188 -0.109859 0.741215 -0.349614 5.678 5.401 128.797 5.000e+07 1
189 1.133256 1.202800 1.202565 -52.696 -57.811 76.519 5.000e+07 1
190 2.118026 -1.375263 -0.899902 18.224 -11.821 105.620 5.000e+07 1
191 5.304645 -0.820432 0.613529 -24.683 4.615 80.155 5.000e+07 1
192 -0.266261 -0.412819 0.697698 63.343 99.446 -3.680 5.000e+07 1
193 0.138134 0.012173 0.012553 2.169 -1.962 102.242 5.000e+07 1
194 0.319424 -5.180759 -2.560463 2.440 -41.244 59.504 5.000e+07 1
195 0.134210 -1.188121 -0.055221 0.189 46.781 119.522 5.000e+07 1
196 1.528057 -3.197664 -0.548621 -6.073 8.228 85.765 5.000e+07 1
197 -0.143759 0.303798 -0.295465 -23.076 47.330 123.673 5.000e+07 1
198 8.967288 -5.495099 -17.886705 31.735 -19.446 26.389 5.000e+07 1
199 -0.202397 0.072203 0.098703 51.437 -19.236 89.820 5.000e+07 1
200 3.370943 6.056927 0.247425 -126.196 65.134 -4.003 6.250e+07 2
201 0.975036 -1.910597 0.492812 161.981 91.873 -12.906 6.250e+07 2
202 1.411109 -2.330328 -0.018847 128.644 104.911 5.607 6.250e+07 2
203 -0.733099 0.516907 -0.006618 -142.418 -194.692 0.534 6.250e+07 2
204 -1.927521 0.246901 -0.545661 -17.499 -190.351 14.027 6.250e+07 2
205 -2.360897 1.134928 0.461934 -69.066 -161.940 -10.481 6.250e+07 2
206 -1.244532 -1.056064 0.082134 -1194.646 -1032.579 -57.854 6.250e+07 2
207 -2.562016 -3.757469 -0.355490 136.239 -83.950 2.609 6.250e+07 2
208 1.956292 1.306132 -0.309901 -110.333 147.035 11.159 6.250e+07 2
209 1.273521 -3.972322 -0.625626 147.324 56.304 9.222 6.250e+07 2
210 -0.457527 0.552282 -0.583700 -231.190 -121.637 54.189 6.250e+07 2
211 -1.170942 1.587861 -0.018432 -147.678 -121.127 -3.343 6.250e+07 2
212 -2.460364 -1.081598 -0.438190 81.189 -163.148 13.595 6.250e+07 2
213 -2.910346 -14.015600 0.913543 110.749 -20.853 -0.250 6.250e+07 2
214 -3.651193 -2.447139 -0.164931 97.408 -133.031 1.078 6.250e+07 2
215 -3.154628 0.464080 -0.004006 -14.294 -179.727 -6.706 6.250e+07 2
216 0.895471 5.184882 -0.001847 -148.543 20.208 2.364 6.250e+07 2
217 0.352246 -5.296454 -0.689902 150.151 15.763 2.678 6.250e+07 2
218 -1.953191 1.317620 -0.947542 -96.805 -154.999 15.143 6.250e+07 2
219 -0.664988 -1.160925 -0.020672 195.787 -112.462 -1.301 6.250e+07 2
220 -0.025354 1.073843 0.099585 -222.949 -5.259 -10.211 6.250e+07 2
221 4.305219 1.422649 0.522424 -56.582 146.304 -5.318 6.250e+07 2
222 3.202200 -1.105198 -0.217587 48.095 161.423 4.239 6.250e+07 2
223 -0.366151 0.604987 0.003827 -233.785 -105.075 -3.595 6.250e+07 2
224 -1.041166 -0.026892 0.073188 19.083 -242.632 -9.560 6.250e+07 2
225 0.117625 0.795357 -0.253238 41.837 751.562 76.306 6.250e+07 2
226 -3.288914 -2.446268 -0.504065 100.468 -128.405 7.549 6.250e+07 2
227 4.927368 -2.786986 0.269319 68.184 131.512 -2.437 6.250e+07 2
228 -8.351866 0.354483 -0.401815 -1.300 -133.715 1.726 6.250e+07 2
229 -3.390487 -2.261406 0.131907 95.951 -134.321 -3.790 6.250e+07 2
230 -2.412349 -1.821523 -0.767220 110.718 -134.378 10.715 6.250e+07 2
231 0.870613 0.072723 0.035641 -18.719 244.620 4.546 6.250e+07 2
232 0.779982 -1.808540 1.033423 174.256 77.295 -21.621 6.250e+07 2
233 -1.657153 -2.853879 -0.054166 153.792 -78.456 2.057 6.250e+07 2
234 7.876967 2.457449 -0.388624 -43.762 127.718 0.830 6.250e+07 2
235 2.141086 2.168610 0.062342 -130.676 111.350 -3.152 6.250e+07 2
236 -3.702954 -2.766218 -0.156547 104.371 -120.163 0.331 6.250e+07 2
237 -0.822103 2.377070 0.074270 -161.701 -69.095 -3.486 6.250e+07 2
238 3.763172 -9.205113 -0.349027 116.792 51.310 0.774 6.250e+07 2
239 -2.879030 1.922720 -0.176279 -85.378 -147.367 6.294 6.250e+07 2
240 2.278708 -1.107934 -0.056935 67.820 169.554 -0.937 6.250e+07 2
241 5.319936 0.488658 -0.019246 -20.343 149.062 -0.202 6.250e+07 2
242 -0.773234 0.223223 0.146711 -88.877 -240.539 -28.855 6.250e+07 2
243 10.541017 -0.883064 0.544472 7.691 124.678 -0.280 6.250e+07 2
244 0.493341 -0.205969 0.026003 217.063 196.882 1.323 6.250e+07 2
245 1.161884 0.085357 0.233603 -22.483 211.625 -21.879 6.250e+07 2
246 1.945521 2.358237 -0.376713 -139.219 100.332 6.651 6.250e+07 2
247 2.270133 -0.867965 -0.192459 49.789 169.833 6.139 6.250e+07 2
248 1.323458 5.439012 0.236858 -142.460 26.964 1.659 6.250e+07 2
249 -0.068069 -0.734626 0.007546 261.282 -46.529 5.855 6.250e+07 2
250 1.826257 1.064685 0.103990 -102.016 139.683 -9.124 6.250e+07 2
251 1.143979 -0.482667 -0.495366 74.888 198.436 25.605 6.250e+07 2
252 -0.033392 -1.643319 0.097641 202.750 8.548 -7.036 6.250e+07 2
253 -0.061094 -0.501520 -1.292052 217.620 -277.531 44.248 6.250e+07 2
254 0.380236 0.402450 0.095749 206.184 454.124 -34.689 6.250e+07 2
255 4.109012 0.369962 0.138885 -19.549 160.015 -3.132 6.250e+07 2
256 0.507844 -0.931045 -0.023148 184.725 111.254 8.029 6.250e+07 2
257 1.279409 0.057974 0.171088 -39.485 213.764 -5.581 6.250e+07 2
258 -1.120879 -1.689426 -0.090639 161.671 -92.495 -5.386 6.250e+07 2
259 0.261502 -1.387883 -0.074706 213.128 57.464 2.815 6.250e+07 2
260 -2.952698 4.923047 -0.288694 -124.526 -79.514 2.459 6.250e+07 2
261 -0.192742 0.713520 -0.487562 -257.939 -17.424 57.989 6.250e+07 2
262 -9.038059 -13.841037 -0.591919 90.893 -57.105 0.174 6.250e+07 2
263 -1.862285 1.668861 0.472487 -1817.260 1618.808 -58.230 6.250e+07 2
264 2.571064 1.950899 1.015928 -106.839 130.846 -11.618 6.250e+07 2
265 -2.639505 -9.131414 0.229100 124.749 -32.619 -0.261 6.250e+07 2
266 2.938422 -1.359343 -0.041337 64.676 159.778 -0.398 6.250e+07 2
267 -0.417112 2.262290 -0.036474 -179.999 -45.153 0.676 6.250e+07 2
268 3.526457 6.156269 -0.036634 -126.232 65.212 2.548 6.250e+07 2
269 3.077626 -0.437046 -0.444345 17.416 170.232 7.807 6.250e+07 2
270 -2.065083 0.811701 -0.831652 -60.851 -171.403 15.135 6.250e+07 2
271 0.096753 0.488949 -0.037364 -96.424 444.873 43.401 6.250e+07 2
272 1.245022 1.364559 0.464863 -144.572 127.695 -17.475 6.250e+07 2
273 4.554341 -3.584542 0.072231 88.277 117.569 -1.950 6.250e+07 2
274 -3.201419 1.699088 0.307333 -68.937 -148.635 -6.144 6.250e+07 2
275 0.742184 -1.883231 -0.160420 174.937 79.542 8.594 6.250e+07 2
276 0.996899 -0.525648 0.408017 99.826 195.333 -32.373 6.250e+07 2
277 4.915806 -4.013052 0.022050 90.921 114.956 -3.576 6.250e+07 2
278 0.761929 -1.481322 0.535958 173.797 96.766 -19.408 6.250e+07 2
279 6.191545 -5.580278 -0.031012 86.233 102.859 -0.027 6.250e+07 2
280 2.845875 -1.983614 0.301836 89.851 140.310 -2.369 6.250e+07 2
281 0.889423 1.100411 -0.446678 -161.375 128.237 18.285 6.250e+07 2
282 6.393612 -8.293437 -0.284928 96.938 78.668 0.154 6.250e+07 2
283 3.581769 0.832085 -0.066325 -44.765 162.538 1.342 6.250e+07 2
284 0.439397 -1.306559 -0.027372 193.534 85.674 -4.890 6.250e+07 2
285 -1.087863 -0.965066 0.129764 141.230 -150.184 -17.532 6.250e+07 2
286 -2.771732 -2.358489 -0.015341 112.233 -122.716 -0.825 6.250e+07 2
287 3.172227 -2.193778 0.501398 84.945 139.015 -6.428 6.250e+07 2
288 -5.453674 -6.283684 0.091078 96.578 -87.287 6.966 6.250e+07 2
289 -4.170650 -3.902366 -0.249387 105.054 -105.051 0.272 6.250e+07 2
290 -3.304763 -2.804747 0.497391 107.351 -115.783 -7.355 6.250e+07 2
291 -0.103417 0.475069 0.390004 -268.392 307.274 -77.458 6.250e+07 2
292 -0.909035 0.426305 -0.036218 -92.270 -213.120 2.564 6.250e+07 2
293 -4.168485 1.590272 0.362910 -48.836 -149.191 -2.773 6.250e+07 2
294 -0.961540 1.976359 -0.154992 -159.199 -89.569 4.509 6.250e+07 2
295 0.573274 -2.098240 0.166145 177.590 60.981 -5.073 6.250e+07 2
296 0.241835 -0.432253 -0.073087 376.593 -259.682 36.537 6.250e+07 2
297 -0.064831 -0.496239 0.067530 139.448 -414.988 -21.198 6.250e+07 2
298 1.263582 -1.016605 0.011371 112.902 167.494 2.181 6.250e+07 2
299 1.215523 -2.254776 -0.039330 162.965 94.858 1.908 6.250e+07 2
300 -0.531564 -0.781454 -0.313034 187.939 -141.573 35.284 6.250e+07 2
301 1.056449 0.286302 0.227799 -62.749 202.972 -26.837 6.250e+07 2
302 -2.438815 -4.310183 -0.297214 137.575 -66.766 0.735 6.250e+07 2
303 -0.523949 -0.425788 -0.130982 128.916 -233.226 25.794 6.250e+07 2
304 -1.587085 -1.002687 0.144871 117.363 -159.759 -14.868 6.250e+07 2
305 -0.304713 -5.867662 -0.707595 146.429 -3.043 4.129 6.250e+07 2
306 -0.251490 2.999286 0.719249 -171.139 -19.983 -11.915 6.250e+07 2
307 1.374057 -0.851703 -0.384403 95.306 176.124 18.906 6.250e+07 2
308 -0.438367 0.169550 0.022614 -292.816 -187.197 -45.605 6.250e+07 2
309 -2.722238 1.568290 -0.092453 -76.917 -147.761 1.419 6.250e+07 2
310 -0.624342 4.512618 0.063249 -152.923 -29.360 0.155 6.250e+07 2
311 -11.306434 3.427894 -0.374500 -32.430 -115.285 0.467 6.250e+07 2
312 0.682735 -0.157476 0.051186 92.846 237.517 -8.646 6.250e+07 2
313 -0.542294 -6.226017 0.217542 144.483 -7.187 -2.418 6.250e+07 2
314 -0.426534 0.243387 -0.343533 -429.125 -7.077 86.326 6.250e+07 2
315 1.622617 -0.420839 -0.122229 34.765 191.293 9.601 6.250e+07 2
316 -2.284189 -0.029290 0.002707 8.886 -183.659 0.936 6.250e+07 2
317 0.630331 8.406491 -0.439897 -133.383 5.996 0.668 6.250e+07 2
318 2.875168 -2.254009 0.631589 98.209 135.957 -9.170 6.250e+07 2
319 -3.925176 -1.077042 0.117941 50.829 -156.296 -1.618 6.250e+07 2
320 -1.749084 0.096405 0.029380 -0.125 -198.272 -0.870 6.250e+07 2
321 -0.136024 0.996930 0.302252 -223.986 -28.318 -29.650 6.250e+07 2
322 -2.144290 -2.198151 -0.229146 131.367 -112.745 0.830 6.250e+07 2
323 2.656214 -4.727010 0.016227 127.946 78.407 0.695 6.250e+07 2
324 2.289400 1.756645 -0.471656 -112.833 132.573 11.202 6.250e+07 2
325 2.504585 -7.123384 -0.099400 128.654 49.478 0.530 6.250e+07 2
326 3.795586 0.889550 -0.378148 -45.618 158.018 6.849 6.250e+07 2
327 0.458275 -0.262703 -0.228125 477.498 -73.908 79.215 6.250e+07 2
328 0.389588 -1.373485 -0.184488 195.572 74.626 24.580 6.250e+07 2
329 -1.010204 2.807520 -0.040734 -151.304 -61.844 4.729 6.250e+07 2
330 -0.133023 -2.011821 -0.236644 189.608 -0.943 9.036 6.250e+07 2
331 2.248299 8.908303 -0.100928 -126.984 28.243 0.071 6.250e+07 2
332 7.876329 10.822145 -0.401461 -94.742 66.087 0.088 6.250e+07 2
333 0.505801 0.832661 0.138636 -201.580 115.913 -15.161 6.250e+07 2
334 -1.110913 -2.779378 1.112049 161.481 -58.292 -12.806 6.250e+07 2
335 -1.451220 -3.816878 -0.278621 151.881 -47.551 2.613 6.250e+07 2
336 -0.410761 -0.199549 -0.039218 -143.384 -334.120 -6.212 6.250e+07 2
337 2.098471 0.560254 -0.025525 -59.419 173.890 5.054 6.250e+07 2
338 1.131056 -3.499964 0.056523 151.737 58.719 -3.812 6.250e+07 2
