# MOND N-body snapshot at t = 1.601 Gyr
# id x(kpc) y(kpc) z(kpc) vx(km/s) vy(km/s) vz(km/s) mass(M_sun) type
133 -16.511611 -11.605173 37.627506 -327.480 90.959 -18.686 5.000e+07 1
134 -16.468242 -17.748571 32.601762 -27.913 -7.833 187.123 5.000e+07 1
135 -17.070664 -10.525716 35.430563 -70.448 52.442 -148.159 5.000e+07 1
136 -15.869823 -11.453773 33.995448 -38.687 -4.031 136.596 5.000e+07 1
137 -21.164390 -18.806493 33.887297 -73.726 1.031 -9.652 5.000e+07 1
138 -17.398340 -15.076544 36.020166 41.451 -21.405 26.849 5.000e+07 1
139 -18.515607 -17.406857 37.364161 102.159 85.192 110.928 5.000e+07 1
140 -18.625569 -18.888274 37.655826 167.086 -133.075 56.117 5.000e+07 1
141 -25.907654 -6.244741 33.662677 -88.830 -36.691 35.912 5.000e+07 1
142 -18.611568 -13.521220 37.226205 -128.902 -60.083 7.391 5.000e+07 1
143 -18.729600 -16.649180 36.510634 272.308 65.159 -107.098 5.000e+07 1
144 -21.373928 -14.482335 35.767334 209.508 119.672 138.930 5.000e+07 1
145 -19.663905 -8.512076 35.248552 -72.040 -34.756 55.857 5.000e+07 1
146 -16.945288 -17.208698 36.249526 34.039 57.932 -74.073 5.000e+07 1
147 -16.114746 -17.626028 33.325343 22.994 7.972 193.789 5.000e+07 1
148 -19.174597 -14.137365 34.164453 -70.563 -72.024 -323.342 5.000e+07 1
149 -18.948602 -12.459518 8.621048 -36.535 -4.139 -76.904 5.000e+07 1
150 -15.929140 -13.918304 35.293066 -83.875 157.355 19.877 5.000e+07 1
151 -17.814295 -16.567972 36.167669 -9.109 -11.680 -12.916 5.000e+07 1
152 -35.055320 -27.561304 29.538290 -195.009 -105.829 6.466 5.000e+07 1
153 -18.159217 -19.235669 32.005317 -77.406 65.959 61.281 5.000e+07 1
154 -21.142232 -12.427082 35.252234 -211.536 -185.500 121.316 5.000e+07 1
155 -20.928278 -14.542921 31.323887 115.287 -114.664 50.505 5.000e+07 1
156 -14.360180 -10.522021 27.975496 -73.543 37.340 36.658 5.000e+07 1
157 -12.228358 -17.314696 43.387115 -75.820 14.509 -96.488 5.000e+07 1
158 -21.418042 -18.744582 27.209527 -6.032 -7.072 205.886 5.000e+07 1
159 -23.465708 -16.521134 37.870505 -127.153 -229.369 83.211 5.000e+07 1
160 -17.943729 -11.672436 35.667404 -151.807 -42.689 19.627 5.000e+07 1
161 -15.849940 -17.836920 39.470433 8.580 48.824 -48.670 5.000e+07 1
162 -17.899533 -15.677187 36.705096 386.442 86.281 -133.051 5.000e+07 1
163 -18.802816 -14.660810 36.542041 -148.698 98.406 308.809 5.000e+07 1
164 -22.824050 -13.696337 34.595227 -101.188 56.904 142.669 5.000e+07 1
165 -9.831885 -13.304721 34.472833 12.837 -53.408 64.776 5.000e+07 1
166 -19.216897 -13.373364 36.298134 26.840 57.284 -226.820 5.000e+07 1
167 -18.368948 -14.242281 35.574507 -94.894 24.991 -79.489 5.000e+07 1
168 -18.169387 -14.628691 35.963776 -43.727 41.193 -6.815 5.000e+07 1
169 -18.650882 -14.339894 36.276185 -12.270 147.480 89.739 5.000e+07 1
170 -23.810344 -12.519042 35.825852 -0.149 -273.425 123.088 5.000e+07 1
171 -18.988727 -12.806698 36.913045 -139.946 201.167 -119.163 5.000e+07 1
172 -18.222768 -14.808828 36.341317 22.241 135.948 51.048 5.000e+07 1
173 -11.265702 -17.784148 35.842485 68.928 14.254 -86.045 5.000e+07 1
174 -21.813127 -14.821931 36.296943 -11.357 -133.170 36.434 5.000e+07 1
175 -9.645914 -14.398145 34.940549 -79.777 182.942 3.021 5.000e+07 1
176 -18.151115 -14.908491 35.240727 134.598 -8.426 -59.455 5.000e+07 1
177 -18.904923 -11.751777 38.432608 87.488 -19.556 148.392 5.000e+07 1
178 -20.588986 -13.369503 34.184024 -6.014 -35.338 -21.889 5.000e+07 1
179 -19.290171 -12.421121 36.776627 -24.028 -133.047 -149.837 5.000e+07 1
180 -23.046008 -13.529925 35.812428 40.306 -210.460 161.728 5.000e+07 1
181 -18.615182 -13.109016 37.145450 -191.695 -29.024 134.721 5.000e+07 1
182 -18.892406 -13.793162 36.609491 61.433 103.566 -51.046 5.000e+07 1
183 -18.050932 -11.612915 34.879129 16.018 -47.814 -85.752 5.000e+07 1
184 -16.815573 -11.272927 37.727738 155.060 -49.992 59.297 5.000e+07 1
185 -16.553626 -17.446156 34.292940 66.234 113.214 -64.146 5.000e+07 1
186 -18.144283 -14.318597 35.907602 13.186 -33.737 99.113 5.000e+07 1
187 -30.045057 -27.259255 38.788788 -120.584 -103.995 6.936 5.000e+07 1
188 -24.594727 -14.535450 34.009396 -82.206 -166.658 33.763 5.000e+07 1
189 -18.892209 -13.690583 36.274198 -142.223 -61.439 26.706 5.000e+07 1
190 -18.221007 -20.529321 38.025060 113.319 -170.664 -77.103 5.000e+07 1
191 -17.236779 -11.784478 36.480608 -203.615 239.284 -50.201 5.000e+07 1
192 -19.467785 -14.172445 37.336573 -85.498 -178.307 -40.419 5.000e+07 1
193 -12.145586 -15.408559 37.507928 -34.168 231.269 10.551 5.000e+07 1
194 -20.029997 -15.411434 35.774811 132.397 -83.739 98.095 5.000e+07 1
195 -18.752836 -16.271820 35.909371 129.257 44.426 46.790 5.000e+07 1
196 -18.768240 -12.255172 37.306206 -103.601 0.775 -119.910 5.000e+07 1
197 -15.942390 -6.479153 36.460159 -145.937 24.928 105.046 5.000e+07 1
198 21.074303 12.367990 27.844948 88.768 81.866 -23.697 5.000e+07 1
199 -17.476864 -19.922889 38.454376 38.301 102.995 -69.976 5.000e+07 1
200 -19.607827 -13.800650 35.082845 -109.997 -103.477 -264.416 6.250e+07 2
201 -20.555077 -8.698771 41.433858 -75.145 -57.053 10.779 6.250e+07 2
202 -16.850893 -9.277481 36.222686 -272.783 154.950 -76.883 6.250e+07 2
203 -26.655184 -18.066371 34.018355 147.680 -75.587 24.660 6.250e+07 2
204 -23.467985 -17.792440 37.914478 119.700 -69.424 -62.243 6.250e+07 2
205 -19.290059 -14.988802 36.127692 -129.008 -279.006 -16.764 6.250e+07 2
206 -26.114604 -19.056388 38.742575 250.577 -67.657 49.690 6.250e+07 2
207 -18.087559 -13.537881 37.146505 -167.024 -17.787 185.325 6.250e+07 2
208 -22.775807 -14.725142 36.810911 -10.817 -130.800 3.293 6.250e+07 2
209 -30.854501 2.587519 34.419114 -24.087 -171.763 35.703 6.250e+07 2
210 -18.006466 -15.513853 36.514908 194.859 -173.366 -27.999 6.250e+07 2
211 -17.961639 -14.123090 35.407752 -167.877 -43.749 -32.454 6.250e+07 2
212 -27.027232 -21.817674 35.601462 119.579 -96.107 -5.509 6.250e+07 2
213 -13.382707 -21.992028 35.365177 171.398 91.304 16.721 6.250e+07 2
214 -9.992349 -6.049988 38.366231 -0.590 194.200 13.340 6.250e+07 2
215 -17.651323 -10.175589 38.263891 9.454 131.647 104.370 6.250e+07 2
216 -15.574124 -16.380263 35.920208 -64.796 3.168 -28.379 6.250e+07 2
217 -20.254110 -17.765352 36.608721 202.838 -9.586 110.074 6.250e+07 2
218 -15.553930 -14.869102 35.159369 -105.679 7.365 47.961 6.250e+07 2
219 -13.215602 -16.902896 35.475987 99.855 192.428 68.047 6.250e+07 2
220 -22.830860 -6.037195 34.830639 -153.045 -5.054 -3.040 6.250e+07 2
221 -15.346430 -12.322026 33.626597 -107.053 97.371 10.401 6.250e+07 2
222 -17.677537 -12.599515 34.915982 -23.801 -19.294 -17.251 6.250e+07 2
223 -13.955342 -20.602503 36.804869 -3.234 283.326 -80.224 6.250e+07 2
224 93.710995 -416.346544 7.097576 31.669 -161.291 10.924 6.250e+07 2
225 -14.834774 -16.417500 36.093409 230.042 152.290 123.974 6.250e+07 2
226 -19.147988 -15.973182 35.467937 -59.652 -55.243 -23.923 6.250e+07 2
227 -20.648739 -14.120798 36.644917 -113.359 -267.261 68.858 6.250e+07 2
228 -21.537981 -13.353446 35.344688 102.581 -37.843 46.256 6.250e+07 2
229 -24.982179 -12.473460 34.334548 119.366 -75.830 111.055 6.250e+07 2
230 -19.262202 -13.379859 36.138594 -49.216 -73.165 32.946 6.250e+07 2
231 -20.898150 -14.567252 35.995847 -155.575 -38.678 -41.335 6.250e+07 2
232 -18.177504 -13.879979 36.080079 -234.943 214.092 61.634 6.250e+07 2
233 -15.694426 -17.824175 36.788838 122.886 110.786 50.563 6.250e+07 2
234 -17.248213 -13.204387 36.034936 -32.987 -12.564 -166.650 6.250e+07 2
235 -16.340705 -19.489211 34.182037 -125.260 205.177 110.283 6.250e+07 2
236 -17.394252 -15.356174 36.659125 220.809 20.611 146.288 6.250e+07 2
237 -16.292519 -17.085431 37.338044 -27.620 61.976 185.122 6.250e+07 2
238 -17.094028 -10.433477 38.284020 -226.461 125.127 76.133 6.250e+07 2
239 -15.951210 -5.942722 39.137493 -153.547 37.090 79.922 6.250e+07 2
240 -15.963473 -15.123433 34.364985 -138.669 53.147 103.093 6.250e+07 2
241 -20.361388 -11.325491 36.225610 -118.304 -248.042 244.917 6.250e+07 2
242 -14.929132 -14.325115 35.426235 -174.029 82.465 -44.230 6.250e+07 2
243 -1270.660189 3121.310741 49.447858 -770.533 1892.426 30.178 6.250e+07 2
244 -16.599105 -17.065366 36.315088 98.026 -20.169 63.707 6.250e+07 2
245 -13.253485 -11.963497 34.769779 -19.956 218.937 46.857 6.250e+07 2
246 -15.486555 -13.499477 35.390429 -209.231 120.549 90.181 6.250e+07 2
247 -20.789469 -15.440290 35.258832 -62.980 -32.371 103.808 6.250e+07 2
248 -20.202136 -15.764581 35.753593 76.995 -97.475 -96.795 6.250e+07 2
249 -18.938677 -14.488192 35.508122 -135.708 -241.842 16.889 6.250e+07 2
250 -15.992100 -12.859293 37.206296 -19.314 70.246 1.323 6.250e+07 2
251 -17.534518 -15.391947 34.763412 174.235 62.219 107.320 6.250e+07 2
252 -29.472918 -12.860610 34.958281 55.923 -95.191 106.224 6.250e+07 2
253 -16.487988 -11.745377 39.570769 -115.950 125.501 97.341 6.250e+07 2
254 -18.961223 -15.399937 32.210863 40.748 -57.791 -52.301 6.250e+07 2
255 -22.009254 -14.644947 35.345312 -129.291 -289.571 -145.449 6.250e+07 2
256 -25.164734 -12.236484 38.212109 -15.559 -201.272 11.959 6.250e+07 2
257 -18.195524 -13.185286 34.648669 -134.771 330.101 12.192 6.250e+07 2
258 -18.938477 -14.859778 35.864096 131.067 100.906 53.903 6.250e+07 2
259 -19.161864 -13.541143 36.620501 -59.106 202.291 30.477 6.250e+07 2
260 -17.060673 -14.622750 36.199647 81.280 17.061 -30.386 6.250e+07 2
261 -19.834864 -14.463572 35.032607 -1.909 -122.801 158.062 6.250e+07 2
262 -18.179211 -14.191273 36.395328 176.203 -189.948 -73.485 6.250e+07 2
263 -16.059776 -11.399875 36.337816 -170.175 292.759 168.609 6.250e+07 2
264 -18.029174 -12.494134 36.262946 -256.380 -15.601 -149.741 6.250e+07 2
265 -10.541119 -14.371477 33.861070 23.138 228.713 45.973 6.250e+07 2
266 -18.258612 -12.780893 36.858916 49.694 -124.156 -17.454 6.250e+07 2
267 -21.505697 -15.466192 35.815261 229.759 228.471 106.868 6.250e+07 2
268 -17.310646 -16.166158 33.546322 83.725 75.253 -7.751 6.250e+07 2
269 -24.848164 -16.313011 35.179245 115.521 -67.734 2.487 6.250e+07 2
270 -18.411608 -13.824877 36.242501 68.412 78.258 -88.463 6.250e+07 2
271 -34.118602 -19.540608 40.941227 9.397 -51.316 64.111 6.250e+07 2
272 -14.907713 -15.407469 34.793789 93.147 266.413 34.731 6.250e+07 2
273 -25.672159 -22.631321 33.357441 -57.984 -146.249 27.391 6.250e+07 2
274 -23.354045 -13.746299 35.443691 85.124 -235.518 58.059 6.250e+07 2
275 -17.736056 -11.843153 36.577397 -87.672 226.007 52.631 6.250e+07 2
276 -16.868838 -17.930193 31.268390 49.757 95.055 42.450 6.250e+07 2
277 -17.972145 -15.557627 35.953635 89.456 -80.786 65.624 6.250e+07 2
278 -18.384088 -13.724689 36.191391 -159.324 -92.896 177.630 6.250e+07 2
279 -15.800938 -11.119460 34.967548 -159.656 175.496 -52.743 6.250e+07 2
280 -17.730625 -12.757228 35.973271 -130.169 178.172 248.581 6.250e+07 2
281 -16.951814 -11.942946 37.298979 -49.951 28.711 7.697 6.250e+07 2
282 -23.266262 -22.492342 34.467075 143.100 -197.117 50.101 6.250e+07 2
283 -12.460230 -14.604831 32.181514 38.031 117.169 20.818 6.250e+07 2
284 -21.391027 -9.999027 36.358638 -32.508 -259.223 17.718 6.250e+07 2
285 -14.323155 -13.800404 36.406321 -12.799 182.150 26.208 6.250e+07 2
286 -22.883521 -11.509208 37.831263 -263.019 -32.538 83.858 6.250e+07 2
287 -20.061312 -13.171772 35.482279 -165.662 179.674 58.532 6.250e+07 2
288 -23.516861 -15.323894 36.682023 144.023 -241.832 76.315 6.250e+07 2
289 -25.000133 -15.430905 38.272848 -195.087 -79.847 64.271 6.250e+07 2
290 -18.842283 -14.510791 35.949377 -74.622 49.242 202.506 6.250e+07 2
291 -19.713811 -10.757708 37.420747 -82.048 -143.579 -32.537 6.250e+07 2
292 -6.443992 1.542247 25.335275 38.149 100.960 -28.505 6.250e+07 2
293 -18.179131 -14.567106 36.526610 104.686 -137.249 34.802 6.250e+07 2
294 -20.155162 -15.573476 34.483953 91.149 -77.964 -107.117 6.250e+07 2
295 -14.120863 -15.410956 36.082192 7.284 140.959 90.999 6.250e+07 2
296 -11.805824 -15.813718 35.879728 -51.483 184.500 3.481 6.250e+07 2
297 -24.565586 -9.961767 34.937096 -142.898 -91.904 -23.788 6.250e+07 2
298 -19.877349 -4.158430 37.582244 -147.650 48.454 17.968 6.250e+07 2
299 -12.961321 -13.653178 35.987240 -30.124 18.921 18.278 6.250e+07 2
300 -18.225969 -14.079564 37.304333 -113.010 79.970 48.397 6.250e+07 2
301 -20.101179 -13.542899 36.226151 54.722 223.288 171.068 6.250e+07 2
302 -17.401284 -15.053437 36.344027 104.589 220.932 84.879 6.250e+07 2
303 -22.654302 -20.716149 35.807813 6.143 -119.804 -45.278 6.250e+07 2
304 -17.159283 -14.416043 35.721882 -163.416 226.975 -20.823 6.250e+07 2
305 -18.175677 -12.460046 35.856083 119.357 -129.943 13.068 6.250e+07 2
306 -25.618419 -22.112422 36.744174 56.795 -163.960 61.431 6.250e+07 2
307 -13.280473 -13.840546 39.850001 -28.141 -40.560 72.642 6.250e+07 2
308 -18.644929 -14.088688 36.369493 -77.914 -166.226 -2.711 6.250e+07 2
309 -22.111328 -16.347041 35.291901 94.219 50.532 -151.754 6.250e+07 2
310 -18.504444 -13.483470 36.027151 108.381 -392.290 -126.917 6.250e+07 2
311 -22.695116 -23.695016 37.900355 102.088 87.738 14.353 6.250e+07 2
312 32.087396 18.991331 37.838768 -192.945 -136.445 9.444 6.250e+07 2
313 -16.180348 -16.342092 35.967259 2.369 367.248 -82.700 6.250e+07 2
314 -18.098149 -23.443529 36.424216 233.604 74.539 30.622 6.250e+07 2
315 -17.117529 -13.192104 35.649527 -240.357 269.852 -95.682 6.250e+07 2
316 -17.295549 -14.050516 37.420027 -77.640 124.834 202.382 6.250e+07 2
317 -17.409988 -19.465721 38.154859 45.990 84.283 -133.427 6.250e+07 2
318 -38.060240 -19.551857 32.256166 -20.075 -100.158 22.929 6.250e+07 2
319 -18.523479 -13.767214 36.526857 8.780 71.167 254.693 6.250e+07 2
320 -14.305257 -18.243552 31.265060 82.407 -37.602 -70.893 6.250e+07 2
321 -20.363695 -10.887327 37.040472 -204.722 -66.636 -59.910 6.250e+07 2
322 -23.948312 -22.289256 35.398369 95.310 -5.522 84.689 6.250e+07 2
323 -13.023499 -24.365479 35.459330 120.679 35.415 -63.962 6.250e+07 2
324 -17.221614 -14.287380 36.707215 97.504 -51.398 145.827 6.250e+07 2
325 -13.673977 -6.851120 34.031154 -163.797 64.514 29.362 6.250e+07 2
326 -20.432131 -15.300025 38.520564 -5.219 -55.345 1.550 6.250e+07 2
327 -15.830004 -12.971539 36.258786 72.522 127.870 134.125 6.250e+07 2
328 -14.082320 -17.578383 35.331231 149.931 216.678 -74.585 6.250e+07 2
329 -15.147157 -17.224641 35.762225 162.360 145.417 58.397 6.250e+07 2
330 -16.017535 -15.121381 34.527128 152.740 182.303 -5.548 6.250e+07 2
331 -16.399250 -13.720783 34.886370 77.944 157.586 -194.579 6.250e+07 2
332 -17.317334 -16.857234 36.104737 123.132 74.775 -71.846 6.250e+07 2
333 -17.832559 -13.878622 35.833581 5.371 -13.848 215.426 6.250e+07 2
